Class,Pkmn1,Pkmn2,Pkmn3,Pkmn4,Pkmn5,Pkmn6
schoolboy,aipom,ditto,,,,
schoolboy,furret,pidgeot,,,,
schoolboy,xatu,alakazam,,,,
schoolboy,sandslash,golbat,,,,
schoolboy,sandslash,golbat,vulpix,,,
schoolboy,sandslash,golbat,vulpix,,,
schoolboy,sandslash,golbat,vulpix,,,
schoolboy,budew,,,,,
skier,dewgong,,,,,
skier,jynx,,,,,
skier,staravia,,,,,
skier,staravia,,,,,
skier,staraptor,,,,,
skier,mantyke,sneasel,,,,
skier,mantine,sneasel,,,,
skier,mantine,sneasel,,,,
skier,geodude,graveler,snover,,,
skier,sneasel,,,,,
skier,sneasel,,,,,
skier,sneasel,,,,,
skier,roselia,snover,,,,
skier,marill,clefairy,,,,
skier,snover,,,,,
skier,snover,,,,,
skier,snover,,,,,
skier,snover,golduck,snover,snover,,
skier,snover,,,,,
skier,abomasnow,,,,,
skier,abomasnow,,,,,
skier,swinub,sneasel,,,,
skier,piloswine,sneasel,,,,
skier,delibird,weavile,mamoswine,,,
skier,snorunt,swinub,snover,,,
skier,sneasel,,,,,
skier,sneasel,,,,,
skier,sneasel,,,,,
skier,swinub,snover,,,,
skier,piloswine,glaceon,,,,
skier,snorunt,,,,,
skier,snorunt,,,,,
skier,froslass,,,,,
skier,snover,snover,snover,,,
skier,delibird,,,,,
skier,jynx,,,,,
skier,dewgong,,,,,
swimmer,horsea,shellder,,,,
swimmer,goldeen,horsea,staryu,,,
swimmer,tentacool,shellder,,,,
swimmer,horsea,horsea,,,,
swimmer,poliwag,poliwhirl,,,,
swimmer,horsea,tentacool,tentacool,goldeen,,
swimmer,goldeen,shellder,seaking,,,
swimmer,tentacool,tentacool,staryu,horsea,tentacruel,
swimmer,shellder,cloyster,,,,
swimmer,horsea,horsea,seadra,horsea,,
swimmer,staryu,,,,,
swimmer,seadra,tentacruel,,,,
swimmer,starmie,,,,,
swimmer,staryu,wartortle,,,,
swimmer,poliwhirl,tentacool,seadra,,,
swimmer,qwilfish,,,,,
swimmer,goldeen,goldeen,,,,
swimmer,marill,,,,,
swimmer,shellder,tentacool,tentacruel,,,
swimmer,goldeen,,,,,
swimmer,seel,,,,,
swimmer,golduck,,,,,
swimmer,staryu,,,,,
swimmer,tentacool,tentacool,tentacool,tentacool,remoraid,staryu
swimmer,remoraid,seadra,,,,
swimmer,seadra,tentacool,tentacruel,goldeen,,
swimmer,staryu,starmie,,,,
swimmer,goldeen,goldeen,seaking,,,
swimmer,gyarados,gyarados,,,,
swimmer,starmie,starmie,,,,
swimmer,krabby,,,,,
swimmer,marill,marill,lapras,,,
swimmer,seel,seel,seel,dewgong,,
swimmer,horsea,horsea,seadra,,,
swimmer,staryu,shellder,,,,
swimmer,shellder,shellder,wartortle,,,
swimmer,quagsire,octillery,quagsire,,,
swimmer,tentacool,tentacool,,,,
swimmer,psyduck,goldeen,,,,
swimmer,shellder,cloyster,,,,
swimmer,horsea,horsea,,,,
swimmer,goldeen,wingull,goldeen,,,
swimmer,magikarp,tentacool,wingull,,,
swimmer,gyarados,,,,,
swimmer,marill,goldeen,wingull,,,
swimmer,wailmer,wailmer,,,,
swimmer,goldeen,,,,,
swimmer,wingull,wailmer,,,,
swimmer,staryu,wingull,,,,
swimmer,marill,luvdisc,azumarill,,,
swimmer,tentacool,,,,,
swimmer,wingull,carvanha,,,,
swimmer,marill,,,,,
swimmer,carvanha,wingull,carvanha,,,
swimmer,goldeen,seaking,,,,
swimmer,wingull,,,,,
swimmer,tentacool,tentacool,,,,
swimmer,tentacruel,sealeo,,,,
swimmer,sharpedo,,,,,
swimmer,marill,wailmer,wingull,,,
swimmer,wailmer,tentacruel,,,,
swimmer,staryu,gyarados,,,,
swimmer,wailmer,,,,,
swimmer,wailmer,,,,,
swimmer,wailmer,,,,,
swimmer,staryu,wailmer,,,,
swimmer,luvdisc,wailmer,starmie,,,
swimmer,tentacool,wingull,,,,
swimmer,seaking,,,,,
swimmer,goldeen,chinchou,spheal,,,
swimmer,luvdisc,luvdisc,luvdisc,,,
swimmer,horsea,seadra,,,,
swimmer,carvanha,,,,,
swimmer,carvanha,,,,,
swimmer,goldeen,wingull,marill,wailmer,,
swimmer,wailmer,,,,,
swimmer,marill,wailmer,spheal,,,
swimmer,carvanha,carvanha,spheal,sharpedo,,
swimmer,pelipper,,,,,
swimmer,horsea,gyarados,,,,
swimmer,carvanha,,,,,
swimmer,goldeen,seaking,,,,
swimmer,tentacool,tentacool,tentacool,,,
swimmer,horsea,,,,,
swimmer,horsea,wailmer,pelipper,,,
swimmer,luvdisc,,,,,
swimmer,horsea,marill,,,,
swimmer,chinchou,luvdisc,pelipper,,,
swimmer,carvanha,,,,,
swimmer,sharpedo,,,,,
swimmer,sharpedo,,,,,
swimmer,staryu,sharpedo,,,,
swimmer,starmie,sharpedo,,,,
swimmer,goldeen,wingull,goldeen,,,
swimmer,gyarados,,,,,
swimmer,goldeen,,,,,
swimmer,wingull,wailmer,,,,
swimmer,goldeen,,,,,
swimmer,seaking,,,,,
swimmer,tentacool,wailmer,,,,
swimmer,sharpedo,,,,,
swimmer,azumarill,,,,,
swimmer,tentacool,wingull,tentacool,,,
swimmer,tentacool,carvanha,,,,
swimmer,carvanha,wingull,carvanha,,,
swimmer,seaking,,,,,
swimmer,gyarados,,,,,
swimmer,wingull,goldeen,,,,
swimmer,tentacool,,,,,
swimmer,tentacool,tentacool,,,,
swimmer,sealeo,,,,,
swimmer,sharpedo,,,,,
swimmer,marill,,,,,
swimmer,tentacruel,,,,,
swimmer,wingull,tentacruel,,,,
swimmer,marill,,,,,
swimmer,marill,,,,,
swimmer,gyarados,,,,,
swimmer,wailmer,,,,,
swimmer,wailmer,,,,,
swimmer,wailmer,,,,,
swimmer,staryu,wailmer,,,,
swimmer,luvdisc,wailmer,starmie,,,
swimmer,tentacruel,,,,,
swimmer,seaking,,,,,
swimmer,goldeen,spheal,,,,
swimmer,spheal,,,,,
swimmer,wailmer,,,,,
swimmer,luvdisc,luvdisc,,,,
swimmer,carvanha,,,,,
swimmer,horsea,seadra,,,,
swimmer,carvanha,,,,,
swimmer,carvanha,,,,,
swimmer,goldeen,,,,,
swimmer,marill,spheal,,,,
swimmer,tentacruel,,,,,
swimmer,tentacool,,,,,
swimmer,spheal,sharpedo,,,,
swimmer,pelipper,,,,,
swimmer,gyarados,,,,,
swimmer,carvanha,,,,,
swimmer,tentacruel,wailmer,,,,
swimmer,seaking,,,,,
swimmer,luvdisc,luvdisc,,,,
swimmer,tentacool,wingull,,,,
swimmer,horsea,,,,,
swimmer,luvdisc,,,,,
swimmer,luvdisc,,,,,
swimmer,horsea,marill,,,,
swimmer,chinchou,,,,,
swimmer,carvanha,,,,,
swimmer,sharpedo,,,,,
swimmer,sharpedo,,,,,
swimmer,staryu,sharpedo,,,,
swimmer,starmie,sharpedo,,,,
swimmer,psyduck,psyduck,golduck,,,
swimmer,goldeen,seaking,,,,
swimmer,seaking,seaking,,,,
swimmer,seel,seel,dewgong,,,
swimmer,poliwag,goldeen,seaking,goldeen,poliwag,
swimmer,tentacool,tentacool,staryu,horsea,tentacruel,
swimmer,shellder,cloyster,,,,
swimmer,dunsparce,politoed,,,,
swimmer,staryu,staryu,staryu,,,
swimmer,horsea,horsea,horsea,seadra,,
swimmer,seadra,seadra,seadra,seadra,,
swimmer,goldeen,shellder,seaking,,,
swimmer,staryu,,,,,
swimmer,chinchou,lanturn,,,,
swimmer,horsea,tentacool,tentacool,goldeen,,
swimmer,starmie,,,,,
swimmer,starmie,,,,,
swimmer,shellder,cloyster,wartortle,,,
swimmer,starmie,,,,,
swimmer,starmie,,,,,
swimmer,staryu,wartortle,,,,
swimmer,horsea,shellder,,,,
swimmer,seadra,seadra,,,,
swimmer,poliwag,poliwhirl,,,,
swimmer,poliwhirl,poliwhirl,,,,
swimmer,poliwag,seaking,,,,
swimmer,poliwhirl,seaking,,,,
swimmer,kingler,wartortle,,,,
swimmer,marill,,,,,
swimmer,marill,,,,,
swimmer,shellder,shellder,cloyster,,,
swimmer,goldeen,horsea,staryu,,,
swimmer,tentacool,shellder,,,,
swimmer,poliwhirl,tentacool,seadra,,,
swimmer,gyarados,,,,,
swimmer,gyarados,,,,,
swimmer,horsea,seadra,seadra,,,
swimmer,seadra,tentacruel,,,,
swimmer,mantine,,,,,
swimmer,seaking,,,,,
swimmer,kingler,,,,,
swimmer,poliwhirl,tentacool,tentacruel,,,
swimmer,horsea,horsea,,,,
swimmer,seadra,seadra,,,,
swimmer,mantyke,remoraid,tentacool,,,
swimmer,azurill,azumarill,,,,
swimmer,finneon,pelipper,,,,
swimmer,buizel,,,,,
swimmer,wingull,quagsire,pelipper,,,
swimmer,wingull,seaking,,,,
swimmer,pelipper,seaking,,,,
swimmer,shellos,gastrodon,,,,
swimmer,remoraid,psyduck,,,,
swimmer,gyarados,,,,,
swimmer,golduck,golduck,,,,
swimmer,tentacool,golduck,,,,
swimmer,tentacool,golduck,,,,
swimmer,golduck,,,,,
swimmer,seel,starmie,,,,
swimmer,dewgong,starmie,,,,
swimmer,marill,azumarill,,,,
swimmer,goldeen,goldeen,goldeen,goldeen,,
swimmer,luvdisc,lapras,,,,
swimmer,luvdisc,lapras,,,,
swimmer,buizel,medicham,seaking,,,
swimmer,crawdaunt,,,,,
swimmer,bibarel,azumarill,sealeo,,,
swimmer,seel,dewgong,,,,
swimmer,marill,pelipper,,,,
swimmer,lumineon,,,,,
swimmer,lumineon,,,,,
swimmer,mantyke,remoraid,mantine,,,
swimmer,marill,golduck,wingull,,,
swimmer,tentacruel,,,,,
swimmer,chinchou,lanturn,,,,
swimmer,gyarados,gyarados,gyarados,,,
swimmer,mantyke,mantine,,,,
swimmer,gyarados,,,,,
swimmer,golduck,,,,,
swimmer,pelipper,whiscash,,,,
swimmer,carvanha,carvanha,sharpedo,,,
swimmer,buizel,tentacruel,,,,
swimmer,floatzel,tentacruel,,,,
swimmer,remoraid,octillery,tentacool,,,
swimmer,bibarel,azumarill,,,,
swimmer,lumineon,pelipper,,,,
swimmer,floatzel,,,,,
swimmer,wingull,octillery,pelipper,,,
swimmer,wingull,seaking,,,,
swimmer,wailmer,pelipper,seaking,,,
swimmer,remoraid,floatzel,,,,
swimmer,finneon,,,,,
swimmer,tentacruel,,,,,
swimmer,golduck,golduck,,,,
swimmer,tentacool,golduck,,,,
swimmer,golduck,relicanth,tentacruel,,,
swimmer,golduck,,,,,
swimmer,octillery,poliwhirl,,,,
swimmer,octillery,politoed,,,,
swimmer,psyduck,azumarill,,,,
swimmer,goldeen,goldeen,goldeen,seaking,,
swimmer,luvdisc,lapras,,,,
swimmer,luvdisc,corsola,lapras,,,
swimmer,buizel,medicham,seaking,,,
swimmer,krabby,corphish,kingler,,,
swimmer,wailmer,marill,spheal,,,
swimmer,surskit,lombre,,,,
swimmer,finneon,pelipper,,,,
swimmer,lumineon,,,,,
swimmer,shellder,lumineon,,,,
swimmer,mantyke,remoraid,mantine,,,
swimmer,marill,wingull,golduck,,,
swimmer,tentacruel,,,,,
swimmer,sealeo,gastrodon,,,,
swimmer,gyarados,gyarados,gyarados,,,
swimmer,delibird,mantine,,,,
swimmer,gyarados,,,,,
swimmer,golduck,,,,,
swimmer,pelipper,gastrodon,,,,
swimmer,carvanha,carvanha,sharpedo,,,
swimmer,floatzel,tentacruel,,,,
swimmer,qwilfish,floatzel,tentacruel,,,
swimmer,qwilfish,,,,,
swimmer,seaking,seaking,,,,
swimmer,shellder,tentacool,tentacruel,,,
swimmer,azumarill,,,,,
swimmer,clamperl,,,,,
swimmer,seel,,,,,
swimmer,golduck,,,,,
swimmer,seaking,kabutops,,,,
swimmer,staryu,,,,,
swimmer,poliwhirl,tentacruel,,,,
swimmer,golduck,poliwhirl,,,,
swimmer,azumarill,,,,,
swimmer,tentacool,tentacool,tentacool,tentacool,remoraid,staryu
swimmer,remoraid,seadra,,,,
swimmer,seadra,tentacool,tentacruel,goldeen,,
swimmer,cloyster,,,,,
swimmer,staryu,starmie,,,,
swimmer,goldeen,goldeen,seaking,,,
swimmer,slowking,,,,,
swimmer,bidoof,,,,,
swimmer,starmie,starmie,starmie,,,
swimmer,seadra,quagsire,,,,
swimmer,krabby,,,,,
swimmer,luvdisc,luvdisc,luvdisc,,,
swimmer,marill,lapras,marill,,,
swimmer,seel,dewgong,,,,
swimmer,staryu,shellder,,,,
swimmer,shellder,wartortle,shellder,,,
swimmer,gyarados,gyarados,,,,
swimmer,tentacool,tentacool,,,,
swimmer,psyduck,goldeen,,,,
swimmer,shellder,cloyster,,,,
swimmer,quagsire,octillery,,,,
swimmer,horsea,horsea,,,,
teacher,clefairy,,,,,
teacher,aipom,cubone,,,,
teacher,jigglypuff,,,,,
teacher,zigzagoon,roselia,,,,
teacher,clefairy,,,,,
teacher,sunkern,aipom,,,,
teacher,sunflora,ambipom,,,,
teacher,sunflora,ambipom,,,,
teacher,ambipom,sunflora,,,,
teacher,chatot,jigglypuff,,,,
twins,spinarak,ledyba,,,,
twins,victreebel,vileplume,,,,
twins,teddiursa,phanpy,,,,
twins,clefairy,jigglypuff,,,,
twins,dratini,dratini,,,,
twins,plusle,minun,,,,
twins,plusle,minun,,,,
twins,plusle,minun,,,,
twins,plusle,minun,,,,
twins,plusle,minun,,,,
twins,seedot,lotad,,,,
twins,beautifly,dustox,,,,
twins,whismur,whismur,,,,
twins,plusle,minun,,,,
twins,plusle,minun,,,,
twins,plusle,minun,,,,
twins,plusle,minun,,,,
twins,plusle,minun,,,,
twins,seedot,lotad,,,,
twins,beautifly,dustox,,,,
twins,spinda,spinda,,,,
twins,clefairy,jigglypuff,,,,
twins,clefairy,jigglypuff,,,,
twins,jolteon,espeon,,,,
twins,clefairy,clefairy,,,,
twins,clefairy,clefairy,,,,
twins,charmander,squirtle,,,,
twins,pikachu,pikachu,,,,
twins,bonsly,mime jr.,,,,
twins,pachirisu,pachirisu,,,,
twins,clefairy,pikachu,,,,
twins,clefairy,pikachu,,,,
twins,clefable,raichu,,,,
twins,bonsly,mime jr.,,,,
twins,pachirisu,pachirisu,,,,
twins,clefairy,pikachu,,,,
twins,clefairy,pikachu,,,,
twins,clefable,raichu,,,,
twins,spinarak,ledyba,,,,
twins,dratini,dratini,,,,
twins,plusle,minun,,,,
twins,victreebel,vileplume,,,,
twins,quagsire,quagsire,,,,
twins,quagsire,quagsire,,,,
twins,quagsire,quagsire,,,,
twins,quagsire,quagsire,,,,
twins,teddiursa,phanpy,,,,
twins,marill,mareep,,,,
mysticalman,drowzee,haunter,electrode,,,
mysticalman,drowzee,haunter,electrode,,,
aqua admin,carvanha,poochyena ,carvanha ,,aqua admin,
aqua admin,carvanha,mightyena,sharpedo ,,,
aqua admin,carvanha,mightyena,,,,
aqua admin,sharpedo ,mightyena,,,,
aqua leader,mightyena ,golbat,sharpedo,,,
aqua leader,mightyena ,crobat,sharpedo,,,
aroma lady ,roselia,,,,,
aroma lady ,shroomish ,roselia ,,,,
aroma lady ,shroomish ,roselia,,,,
aroma lady ,shroomish ,gloom,roselia ,,,
aroma lady ,shroomish ,gloom ,roselia ,,,
aroma lady ,breloom ,gloom ,roselia ,,,
aroma lady ,shroomish ,gloom ,breloom,,,
battle girl,meditite,,,,,
battle girl,meditite,makuhita ,,,,
battle girl,meditite,makuhita ,,,,
battle girl,meditite,makuhita ,,,,
battle girl,breloom ,,,,,
battle girl,meditite,,,,,
battle girl,meditite,,,,,
battle girl,meditite,meditite ,machop ,,,
battle girl,meditite,,,,,
bug maniac,surskit,surskit,surskit,,,
bug maniac,surskit,surskit,surskit,,,
bug maniac,surskit,surskit,masquerain,,,
bug maniac,surskit,wurmple,surskit,masquerain ,,
bug maniac,surskit,,,,,
bug maniac,nincada ,beautifly ,dustox ,,,
bug maniac,wurmple,silcoon,beautifly ,,,
bug maniac,wurmple,cascoon,dustox ,,,
collector,lombre ,nuzleaf,,,,
collector,lombre ,nuzleaf,,,,
collector,lombre,nuzleaf,,,,
collector,lombre,nuzleaf,,,,
collector,ludicolo,shiftry ,,,,
collector,seviper ,,,,,
collector,zangoose ,,,,,
dragon tamer,bagon ,,,,,
dragon tamer,altaria ,altaria,,,,
dragon tamer,altaria ,altaria,,,,
dragon tamer,altaria ,altaria,,,,
dragon tamer,bagon ,altaria,altaria ,,,
dragon tamer,altaria ,altaria,shelgon ,,,
expert,meditite,makuhita,,,,
expert,meditite,makuhita,,,,
expert,medicham,hariyama,,,,
expert,medicham,hariyama,,,,
expert,medicham,hariyama,,,,
expert,hariyama,,,,,
expert,hariyama,,,,,
expert,hariyama,,,,,
expert,hariyama,,,,,
expert,hariyama,,,,,
hex maniac,duskull,shuppet,,,,
hex maniac,banette,,,,,
hex maniac,ralts,duskull,,,,
hex maniac,shuppet,kadabra ,,,,
hex maniac,sableye,,,,,
hex maniac,sableye,,,,,
hex maniac,spoink,sableye,,,,
hex maniac,spoink,sableye,,,,
hex maniac,duskull,grumpig,sableye,,,
interviewer ,magnemite,whismur,,,,
interviewer ,magnemite,loudred,,,,
interviewer ,magneton ,loudred,,,,
interviewer ,magneton ,loudred,,,,
interviewer ,magneton ,exploud,,,,
kindler,slugma ,numel ,,,,
kindler,slugma ,numel ,,,,
kindler,slugma ,wingull,,,,
kindler,slugma ,wingull ,,,,
kindler,slugma ,pelipper ,,,,
kindler,slugma,pelipper ,,,,
kindler,slugma,pelipper ,,,,
kindler,slugma,slugma,numel ,,,
lady,roselia,,,,,
lady,seaking,,,,,
lady,zigzagoon,,,,,
lady,linoone,,,,,
lady,linoone,,,,,
lady,linoone,,,,,
lady,linoone,,,,,
magma admin,numel ,poochyena,numel,,,
magma admin,numel ,mightyena,camerupt,,,
magma admin,numel ,mightyena,,,,
magma admin,camerupt,mightyena,,,,
magma leader,mightyena ,golbat,camerupt,,,
magma leader,mightyena ,crobat,camperupt,,,
ninja boy,koffing,koffing,,,,
ninja boy,koffing,ninjask,,,,
ninja boy,koffing,koffing,koffing,koffing,,
ninja boy,koffing,koffing,koffing,koffing,,
ninja boy,koffing,koffing,koffing,koffing,,
ninja boy,koffing,koffing,koffing,koffing,,
ninja boy,koffing,koffing,koffing,weezing,,
ninja boy,nincada ,ninjask ,,,,
ninja boy,nincada ,koffing,ninjask ,,,
ninja boy,nincada ,koffing,ninjask ,,,
ninja boy,ninjask,,,,,
old couple,medicham,hariyama,,,,
old couple,medicham,hariyama,,,,
old couple,medicham,hariyama,,,,
old couple,medicham,hariyama,,,,
old couple,medicham,hariyama,,,,
parasol lady,castform ,,,,,
parasol lady,goldeen,wailord,,,,
parasol lady,numel ,,,,,
parasol lady,numel,,,,,
parasol lady,numel,,,,,
parasol lady,roselia,numel,,,,
parasol lady,roselia,camerupt,,,,
pokemon breeder,whismur,zigzagoon,aron,poochyena,makuhita,taillow
pokemon breeder,loudred,linoone,aron,mightyena,makuhita,taillow
pokemon breeder,loudred,linoone,aron,mightyena,hariyama,swellow
pokemon breeder,loudred,linoone,aron ,mightyena,hariyama,swellow
pokemon breeder,loudred,linoone,lairon,mightyena,hariyama,swellow
pokemon breeder,wingull,shroomish,marill,roselia,skitty,goldeen
pokemon breeder,wingull,shroomish,marill,roselia,skitty,goldeen
pokemon breeder,pelipper,breloom,marill,roselia,delcatty,goldeen
pokemon breeder,pelipper,breloom,marill,roselia,delcatty,goldeen
pokemon breeder,pelipper,breloom,azumarill,roselia,delcatty,seaking
pokemon ranger,seedot,nuzleaf,lombre,,,
pokemon ranger,gloom ,roselia ,,,,
pokemon ranger,gloom ,roselia ,,,,
pokemon ranger,gloom ,roselia ,,,,
pokemon ranger,gloom ,roselia ,,,,
pokemon ranger,bellossom,roselia ,,,,
pokemon ranger,breloom ,,,,,
pokemon ranger,breloom ,,,,,
pokemon ranger,breloom ,,,,,
pokemon ranger,breloom ,,,,,
pokemon ranger,kecleon ,breloom,,,,
pokemon ranger,lotad,lombre,nuzleaf,,,
pokemon ranger,cacturne,,,,,
pokemon ranger,altaria ,roselia,,,,
rich boy,azumarill,,,,,
rich boy,zigzagoon,,,,,
rich boy,linoone,,,,,
rich boy,linoone,,,,,
rich boy,linoone,,,,,
rich boy,linoone,,,,,
ruin maniac,sandshrew,sandshrew,sandslash,,,
ruin maniac,sandslash,,,,,
ruin maniac,sandslash,,,,,
ruin maniac,sandslash,,,,,
ruin maniac,sandslash,,,,,
ruin maniac,sandslash,,,,,
ruin maniac,sandshrew,sandslash,,,,
sis and bro,goldeen,tentacool,,,,
sis and bro,azumarill,wingull,,,,
sis and bro,chinchou,carvanha,,,,
sis and bro,chinchou,carvanha,,,,
sis and bro,lanturn,carvanha,,,,
sis and bro,lanturn,sharpedo,,,,
sis and bro,lanturn,sharpedo,,,,
sr. and jr.,zigzagoon,makuhita,,,,
sr. and jr.,zigzagoon,makuhita,,,,
sr. and jr.,zigzagoon,makuhita,,,,
sr. and jr.,linoone,makuhita,,,,
sr. and jr.,linoone,hariyama,,,,
sr. and jr.,spinda,slaking,,,,
sr. and jr.,altaria ,numel,,,,
sr. and jr.,roselia,graveler,,,,
team aqua grunt,poochyena,,,,,
team aqua grunt,poochyena,,,,,
team aqua grunt,carvanha,,,,,
team aqua grunt,zubat,carvanha,,,,
team aqua grunt,zubat,poochyena,,,,
team aqua grunt,carvanha,,,,,
team aqua grunt,zubat,poochyena,,,,
team aqua grunt,poochyena,carvanha,,,,
team aqua grunt,poochyena,zubat,carvanha,,,
team aqua grunt,zubat,zubat,zubat,,,
team aqua grunt,poochyena,carvanha,,,,
team aqua grunt,carvanha,carvanha,,,,
team aqua grunt,poochyena,poochyena,,,,
team aqua grunt,poochyena,carvanha,carvanha,,,
team aqua grunt,zubat,poochyena,carvanha,poochyena,,
team aqua grunt,carvanha,,,,,
team aqua grunt,carvanha,zubat,,,,
team aqua grunt,zubat,,,,,
team aqua grunt,poochyena,carvanha,,,,
team aqua grunt,carvanha,,,,,
team aqua grunt,poochyena,zubat,carvanha,,,
team magma grunt,poochyena,,,,,
team magma grunt,poochyena,,,,,
team magma grunt,numel,,,,,
team magma grunt,zubat,numel,,,,
team magma grunt,zubat,poochyena,,,,
team magma grunt,numel,,,,,
team magma grunt,zubat,poochyena,,,,
team magma grunt,poochyena,numel,,,,
team magma grunt,poochyena,zubat,numel ,,,
team magma grunt,zubat,zubat,zubat,,,
team magma grunt,poochyena,numel,,,,
team magma grunt,numel ,numel,,,,
team magma grunt,poochyena,poochyena,,,,
team magma grunt,zubat,,,,,
team magma grunt,poochyena,numel,numel,,,
team magma grunt,numel,zubat,,,,
team magma grunt,zubat,poochyena,numel,poochyena,,
team magma grunt,numel,,,,,
team magma grunt,poochyena,numel,,,,
team magma grunt,numel,,,,,
team magma grunt,poochyena,zubat,numel,,,
triathlete,magnemite,,,,,
triathlete,magnemite,,,,,
triathlete,magnemite,,,,,
triathlete,magneton ,,,,,
triathlete,magneton ,,,,,
triathlete,wingull,wingull,staryu,wingull,,
triathlete,magnemite,magnemite,,,,
triathlete,magnemite,,,,,
triathlete,magnemite,,,,,
triathlete,magneton ,,,,,
triathlete,magneton ,,,,,
triathlete,staryu,staryu,staryu,staryu,,
triathlete,wingull,staryu,,,,
triathlete,wingull,wingull,staryu,staryu,,
triathlete,doduo,,,,,
triathlete,doduo,,,,,
triathlete,doduo,,,,,
triathlete,dodrio,,,,,
triathlete,dodrio,,,,,
triathlete,staryu,,,,,
triathlete,staryu,,,,,
triathlete,staryu,,,,,
triathlete,starmie,,,,,
triathlete,starmie,,,,,
triathlete,voltorb,volrotb,magnemite ,,,
triathlete,magnemite,magnemite,voltorb,,,
triathlete,staryu,,,,,
triathlete,staryu,,,,,
triathlete,staryu,,,,,
triathlete,starmie,,,,,
triathlete,starmie,,,,,
triathlete,doduo,,,,,
triathlete,doduo,,,,,
triathlete,doduo,,,,,
triathlete,dodrio,,,,,
triathlete,dodrio,,,,,
tuber,marill,,,,,
tuber,marill,,,,,
tuber,marill,,,,,
tuber,marill,,,,,
tuber,azurill,azurill,,,,
tuber,marill,marill,,,,
tuber,marill,marill,,,,
tuber,marill,marill,,,,
tuber,azumarill,azumarill,,,,
tuber,zigzagoon,,,,,
tuber,linoone,,,,,
tuber,linoone,,,,,
tuber,linoone,,,,,
tuber,linoone,,,,,
tuber,azurill,marill,,,,
winstrate,taillow ,zigzagoon,,,,
winstrate,roselia,,,,,
winstrate,marill,shroomish,numel,,,
winstrate,meditite,,,,,
young couple,delcatty,manetric,,,,
young couple,luvdisc,luvdisc,,,,
young couple,illumise,volbeat,,,,
young couple,illumise,volbeat,,,,
young couple,illumise,volbeat,,,,
young couple,illumise,volbeat,,,,
young couple,illumise,volbeat,,,,
young couple,beautifly,dustox ,,,,
artist,mr. mime,,,,,
artist,mime jr.,bonsly,,,,
artist,mr. mime,sudowoodo,,,,
artist,mr. mime,sudowoodo,,,,
artist,mr. mime,sudowoodo,,,,
artist,mr. mime,sudowoodo,,,,
artist,kricketune,,,,,
artist,mime jr.,bonsly,,,,
artist,mr. mime,sudowoodo,,,,
artist,mr. mime,sudowoodo,,,,
artist,smeargle,mr. mime,sudowoodo,,,
belle & pa,stunky,glameow,,,,
belle & pa,ponyta,buizel,,,,
belle & pa,ponyta,rapidash,,,,
belle & pa,ponyta,ponyta,,,,
cameraman,luxio,pikachu,,,,
cameraman,pachirisu,,,,,
cameraman,magnemite,mr. mime,,,,
cameraman,mime jr.,machop,,,,
cameraman,magnemite,mr. mime,machoke,,,
cameraman,magnemite,magneton,mr. mime,machoke,,
cameraman,magnemite,magneton,mr. mime,machamp,,
cameraman,magneton,magneton,mr. mime,machamp,,
cameraman,magneton,magneton,mr. mime,machamp,,
clown,mr. mime,,,,,
clown,mime jr.,,,,,
clown,mr. mime,kadabra,,,,
clown,mr. mime,kadabra,ambipom,,,
clown,mr. mime,alakazam,ambipom,,,
clown,mr. mime,alakazam,ambipom,,,
commander,kadabra,bronzor,toxicroak,,,
commander,kadabra,bronzor,toxicroak,,,
commander,zubat,purugly,,,,
commander,golbat,bronzor,purugly,,,
commander,bronzor,golbat,purugly,,,
commander,zubat,skuntank,,,,
commander,bronzor,golbat,skuntank,,,
commander,golbat,bronzor,toxicroak,,,
commander,golbat,bronzor,toxicroak,,,
commander,zubat,purugly,,,,
commander,golbat,bronzor,purugly,,,
commander,bronzor,golbat,purugly,,,
commander,bronzong,golbat,purugly,,,
commander,zubat,skuntank,,,,
commander,bronzor,golbat,skuntank,,,
commander,bronzong,golbat,skuntank,,,
cowgirl,bidoof,bidoof,bidoof,bidoof,bidoof,
cowgirl,ponyta,,,,,
cyclist,staravia,,,,,
cyclist,ponyta,,,,,
cyclist,starly,staravia,,,,
cyclist,staravia,staravia,,,,
cyclist,staravia,staravia,,,,
cyclist,staraptor,staraptor,,,,
cyclist,pikachu,,,,,
cyclist,pikachu,,,,,
cyclist,pikachu,,,,,
cyclist,raichu,,,,,
cyclist,shinx,,,,,
cyclist,starly,ponyta,,,,
cyclist,shinx,shinx,,,,
cyclist,zubat,,,,,
cyclist,pikachu,,,,,
cyclist,ponyta,,,,,
cyclist,starly,staravia,,,,
cyclist,staravia,staraptor,,,,
cyclist,staraptor,staraptor,,,,
cyclist,farfetch'd,dodrio,staraptor,,,
cyclist,pikachu,pikachu,,,,
cyclist,raichu,,,,,
cyclist,plusle,minun,raichu,,,
cyclist,staravia,,,,,
cyclist,starly,starly,starly,,,
cyclist,ponyta,shinx,,,,
cyclist,shinx,,,,,
double team,gyarados,raichu,,,,
double team,staraptor,whiscash,,,,
double team,gyarados,medicham,,,,
double team,gyarados,raichu,,,,
double team,staraptor,ambipom,,,,
double team,lumineon,rapidash,,,,
double team,magmar,electabuzz,,,,
double team,dugtrio,electabuzz,,,,
double team,porygon2,azumarill,,,,
